Layer,Code,Parent Account,Name,Type,,active,pending,state
Layer 5,24610010,24610,Penal Interest Receivable on Secured Overdraft (Others)-Business [C&S],Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Continuous Loan,True,False,approve
Layer 5,24610011,24610,Penal Interest Receivable on Secured Overdraft (lP)-Business [C&S],Interest Receivable Accounts,Penal Interest Receivable on Corporate & SME Continuous Loan,True,False,approve
Layer 5,24611001,24611,Penal Interest Receivable on MTB SME Cash Credit Hypo,Interest Receivable Accounts,Penal Interest Receivable on SME Continuous Loan,True,False,approve
Layer 5,24611002,24611,Penal Interest Receivable on MTB Revolving Loan,Interest Receivable Accounts,Penal Interest Receivable on SME Continuous Loan,True,False,approve
Layer 5,24611003,24611,Penal Interest Receivable on MTB Microfinance Agri Revolving Loan,Interest Receivable Accounts,Penal Interest Receivable on SME Continuous Loan,True,False,approve
Layer 5,24611004,24611,Penal Interest Receivable on MTB Microfinance enterprise Revolving Loan,Interest Receivable Accounts,Penal Interest Receivable on SME Continuous Loan,True,False,approve
Layer 5,24611005,24611,Penal Interest Receivable on MTB Light Engineering Revolving Loan,Interest Receivable Accounts,Penal Interest Receivable on SME Continuous Loan,True,False,approve
Layer 5,24611006,24611,Penal Interest Receivable on MTB IT Genious Revolving Loan,Interest Receivable Accounts,Penal Interest Receivable on SME Continuous Loan,True,False,approve
Layer 5,24611007,24611,Penal Interest Receivable on MTB Krishijat Revolving Loan,Interest Receivable Accounts,Penal Interest Receivable on SME Continuous Loan,True,False,approve
Layer 5,24613001,24613,Penal Interest Receivable <overdue> on Foreign Cheque Purchased,Interest Receivable Accounts,Penal Interest Receivable on SME Continuous Loan,True,False,approve
Layer 5,24613002,24613,Penal Interest Receivable <overdue> on Inland Cheque Purchased,Interest Receivable Accounts,Penal Interest Receivable on SME Continuous Loan,True,False,approve
Layer 5,24614001,24614,IR on PAD EDF Loan USD,Interest Receivable Accounts,Penal Interest Receivable on PAD EDF Loan FC,True,False,approve
Layer 5,24615001,24615,Penal Interest Receivable on Bill Discounting USD (OBU Foreign,Interest Receivable Accounts,Penal Interest Receivable on Bill Discounting /UPAS/ Buyer's Credit FC (OBU)Foreign,True,False,approve
Layer 5,24615002,24615,Penal Interest Receivable on UPAS/ Buyer's Credit USD (OBU),Interest Receivable Accounts,Penal Interest Receivable on Bill Discounting /UPAS/ Buyer's Credit FC (OBU)Foreign,True,False,approve
Layer 5,24615003,24615,Penal Interest Receivable on Bill Discounting USD (OBU) Inland,Interest Receivable Accounts,Penal Interest Receivable on Bill Discounting /UPAS/ Buyer's Credit FC (OBU)Foreign,True,False,approve
Layer 5,24701001,24701,Foreign Bill Discounting USD,Assets: Customer Accounts,OBU Bill discounting FC,True,False,approve
Layer 5,24701002,24701,Inland Bill Discounting USD,Assets: Customer Accounts,OBU Bill discounting FC,True,False,approve
Layer 5,24702001,24702,UPAS/ Buyer's Credit USD,Assets: Customer Accounts,OBU UPAS/ Buyer's Credit FC,True,False,approve
Layer 5,24801001,24801,Debit Balance in Libility Accounts,No BGL only CGL,Other Loans & Assets,True,False,approve
Layer 5,25101001,25101,Land,Assets: Office Accounts,Immovable Property,True,False,approve
Layer 5,25101002,25101,Building,Assets: Office Accounts,Immovable Property,True,False,approve
Layer 5,25102001,25102,Fixture,Assets: Office Accounts,Furniture & Fixture,True,False,approve
Layer 5,25102002,25102,Furniture,Assets: Office Accounts,Furniture & Fixture,True,False,approve
Layer 5,25103001,25103,Electrical Equipments,Assets: Office Accounts,Office Equipments,True,False,approve
Layer 5,25103002,25103,Other Office Equipments,Assets: Office Accounts,Office Equipments,True,False,approve
Layer 5,25104001,25104,Computers & Peripherals,Assets: Office Accounts,Computers,True,False,approve
Layer 5,25105001,25105,Motor Cars,Assets: Office Accounts,Motor Vehicles,True,False,approve
Layer 5,25105002,25105,Motor Cycles,Assets: Office Accounts,Motor Vehicles,True,False,approve
Layer 5,25201001,25201,Software,Assets: Office Accounts,Intangible Assets,True,False,approve
Layer 5,26101001,26101,Adjusting A/C Debit,Assets: Office Accounts,Adjusting A/C Debit,True,False,approve
Layer 5,26101002,26101,Adjusting A/C Debit USD OBU,Assets: Office Accounts,Adjusting A/C Debit,True,False,approve
Layer 5,26102001,26102,Clearing House Adjustment,Assets: Office Accounts,Clearing House Adjustment,True,False,approve
Layer 5,26103001,26103,Coupon Interest Adjustment Account,Assets: Office Accounts,Coupon Interest Adjustment Account,True,False,approve
Layer 5,26201001,26201,Advance paid to Employees,Assets: Office Accounts,Advance paid to Employees,True,False,approve
Layer 5,26202001,26202,Advance against Suppliers/ Parties <Vendors>,Assets: Office Accounts,Advance against Suppliers/ Parties,True,False,approve
Layer 5,26203001,26203,Advance Deposit,Assets: Office Accounts,Advance Deposit,True,False,approve
Layer 5,26204001,26204,Advance Income Tax,Assets: Office Accounts,Advance Income Tax,True,False,approve
Layer 5,26205001,26205,Advance Remuneration/Salary,Assets: Office Accounts,Advance Remuneration/Salary,True,False,approve
Layer 5,26206001,26206,Advance Rent <Advance Rent_less than 1 year>,Assets: Office Accounts,Advance Rent,True,False,approve
Layer 5,26206002,26206,Advance Rent <Advance Rent_more than 1 year>,Assets: Office Accounts,Advance Rent,True,False,approve
Layer 5,26207001,26207,Advance pymt to construction of HO bldg,Assets: Office Accounts,Advance pymt to construction of HO bldg,True,False,approve
Layer 5,26208001,26208,Advance against TA/DA,Assets: Office Accounts,Advance against TA/DA,True,False,approve
Layer 5,26209001,26209,Advance against POSTAGE,Assets: Office Accounts,Advance against POSTAGE,True,False,approve
Layer 5,26210001,26210,Advance against PETTY CASH,Assets: Office Accounts,Advance against PETTY CASH,True,False,approve
Layer 5,26501001,26501,Receivable from Subsidiaries,Assets: Office Accounts,Receivable from Subsidiaries,True,False,approve
Layer 5,26501002,26501,Receivable from Subsidiaries Others,Assets: Office Accounts,Receivable from Subsidiaries,True,False,approve
Layer 5,26601001,26601,Chargeback Settlement A/c,Assets: Office Accounts,Chargeback Settlement A/c,True,False,approve
Layer 5,26602001,26602,Sundry Debtors,Assets: Office Accounts,Sundry Debtors,True,False,approve
Layer 5,26603001,26603,Sanchay Patra (Encashed/Interest Paid),Assets: Office Accounts,Sanchay Patra,True,False,approve
Layer 5,26604001,26604,Legal Expense,Assets: Office Accounts,Legal Expense,True,False,approve
Layer 5,26605001,26605,Economic Exchange Centre,Assets: Office Accounts,Economic Exchange Centre,True,False,approve
Layer 5,26608001,26608,Remittance Payment Account,Assets: Office Accounts,Remittance Payment Account,True,False,approve
Layer 5,26609001,26609,DD Paid Without Advice,Assets: Office Accounts,DD Paid Without Advice,True,False,approve
Layer 5,26610001,26610,DD CANCELLED,Assets: Office Accounts,DD CANCELLED,True,False,approve
Layer 5,26701001,26701,Receivable from OBU,Treasury Asset,Receivable from OBU,True,False,approve
Layer 5,26801001,26801,Preliminary Expenses,Assets: Office Accounts,Preliminary Expenses,True,False,approve
Layer 5,26803001,26803,Prepaid Promotional and Development Expenses,Assets: Office Accounts,Prepaid Promotional and Development Expenses,True,False,approve
Layer 5,26804001,26804,Stamps in Hand,Assets: Office Accounts,Stamps in Hand,True,False,approve
Layer 5,26805001,26805,Stock of Commemorative Coins,Assets: Office Accounts,Stock of Commemorative Coins,True,False,approve
Layer 5,26806001,26806,Stock of Fixed Assets,Assets: Office Accounts,Stock of Fixed Assets,True,False,approve
Layer 5,26807001,26807,Printed stationeries,Assets: Office Accounts,Stock of stationeries,True,False,approve
Layer 5,26807002,26807,Security Stationeries,Assets: Office Accounts,Stock of stationeries,True,False,approve
Layer 5,26808001,26808,Transit Account _Repo,Assets: Office Accounts,Transit Account,True,False,approve
Layer 5,26808002,26808,Transit Account Bangladesh Bank,Assets: Office Accounts,Transit Account,True,False,approve
Layer 5,26809001,26809,Deferred Tax Asset,Assets: Office Accounts,Deferred Tax Asset,True,False,approve
Layer 5,26810001,26810,Proteste Bills,Assets: Office Accounts,Proteste Bills,True,False,approve
Layer 5,90001001,90001,MTB General Account <inter Branch Suspense>,No BGL only CGL,Inter Branch Suspense Account,True,False,approve
Layer 5,90002001,90002,Intra Branch Suspense Account,No BGL only CGL,Intra Branch Suspense Account,True,False,approve
Layer 5,90003001,90003,Cross Currency Suspense Account,No BGL only CGL,Cross Currency Suspense Account,True,False,approve
Layer 5,90004001,90004,Currency Position Account <USD>,No BGL only CGL,Currency Position Account <FC>,True,False,approve
Layer 5,90004002,90004,Currency Position Account <GBP>,No BGL only CGL,Currency Position Account <FC>,True,False,approve
Layer 5,90004003,90004,Currency Position Account <EUR>,No BGL only CGL,Currency Position Account <FC>,True,False,approve
Layer 5,90004004,90004,Currency Position Account <CHF>,No BGL only CGL,Currency Position Account <FC>,True,False,approve
Layer 5,90004005,90004,Currency Position Account <JPY>,No BGL only CGL,Currency Position Account <FC>,True,False,approve
Layer 5,90004006,90004,Currency Position Account <SGD>,No BGL only CGL,Currency Position Account <FC>,True,False,approve
Layer 5,90004007,90004,Currency Position Account <AUD>,No BGL only CGL,Currency Position Account <FC>,True,False,approve
Layer 5,90004008,90004,Currency Position Account <AED>,No BGL only CGL,Currency Position Account <FC>,True,False,approve
Layer 5,90004009,90004,Currency Position Account <QAR>,No BGL only CGL,Currency Position Account <FC>,True,False,approve
Layer 5,90004010,90004,Currency Position Account <SAR>,No BGL only CGL,Currency Position Account <FC>,True,False,approve
Layer 5,90005001,90005,BDT Position Account,No BGL only CGL,Exchange Value Account,True,False,approve
Layer 5,90006001,90006,Inter System Suspense Account,No BGL only CGL,Inter System Suspense Account,True,False,approve
Layer 5,31101001,31101,Interest Earnedon MTB Auto Loan,Income Accounts,Interest Earned on RTL,True,False,approve
Layer 5,31101002,31101,Interest Earnedon MTB Home Loan,Income Accounts,Interest Earned on RTL,True,False,approve
Layer 5,31101003,31101,Interest Earnedon MTB Home Equity Loan,Income Accounts,Interest Earned on RTL,True,False,approve
Layer 5,31101004,31101,Interest Earnedon MTB NRB Home Loan,Income Accounts,Interest Earned on RTL,True,False,approve
Layer 5,31101005,31101,Interest Earnedon MTB Neer,Income Accounts,Interest Earned on RTL,True,False,approve
Layer 5,31101006,31101,Interest Earned on MTB Personal Loan,Income Accounts,Interest Earned on RTL,True,False,approve
Layer 5,31101007,31101,Interest Earned on MTB Professional Loan,Income Accounts,Interest Earned on RTL,True,False,approve
Layer 5,31101008,31101,Interest Earned on Consumer Financing,Income Accounts,Interest Earned on RTL,True,False,approve
Layer 5,31101009,31101,Interest Earned on MTB EDU Finance (TL),Income Accounts,Interest Earned on RTL,True,False,approve
Layer 5,31101011,31101,Interest Earned on MTB Life Line,Income Accounts,Interest Earned on RTL,True,False,approve
Layer 5,31101012,31101,Interest Earned on MTB Cash Line <RTL>,Income Accounts,Interest Earned on RTL,True,False,approve
Layer 5,31101901,31101,Interest Earned on MTB Personal Loan <DST>,Income Accounts,Interest Earned on RTL,True,False,approve
Layer 5,31101902,31101,Interest Earnedon MTB Home Loan <DST>,Income Accounts,Interest Earned on RTL,True,False,approve
Layer 5,31101903,31101,Interest Earnedon MTB Home Equity Loan <DST>,Income Accounts,Interest Earned on RTL,True,False,approve
Layer 5,31101904,31101,Interest Earnedon Home Loan refinance,Income Accounts,Interest Earned on RTL,True,False,approve
Layer 5,31102001,31102,Interest Earnedon Car Loan (Employee),Income Accounts,Interest Earned on Staff Loans,True,False,approve
Layer 5,31102002,31102,Interest Earnedon Employees House Building Loan,Income Accounts,Interest Earned on Staff Loans,True,False,approve
Layer 5,31102003,31102,Interest Earnedon Staff Loan Aganist Prov. Fund,Income Accounts,Interest Earned on Staff Loans,True,False,approve
Layer 5,31102004,31102,Interest Earnedon Staff Personal Loan,Income Accounts,Interest Earned on Staff Loans,True,False,approve
Layer 5,31103001,31103,Interest Earnedon House Building Loan <Developer>,Income Accounts,Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31103002,31103,Interest Earnedon Lease Finance (Monthly) Rental Earned,Income Accounts,Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31103003,31103,Lease Finance (Quarterly) Rental Earned,Income Accounts,Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31103004,31103,Interest Earnedon House Building Loan <Commercial>,Income Accounts,Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31103005,31103,Interest Earnedon Term Loan Non-Industrial,Income Accounts,Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31103006,31103,Interest Earnedon Term Loan Industrial,Income Accounts,Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31103007,31103,Interest Earnedon House Building Loan-Residential [C&S],Income Accounts,Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31103008,31103,Interest Earnedon Term Loan-IPFF Fund,Income Accounts,Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31103009,31103,Interest Earnedon Term Loan-LTFF,Income Accounts,Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31103010,31103,Interest Earnedon Term Loan-by OBU USD,Income Accounts,Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31104001,31104,Interest Earnedon MTB Digoon,Income Accounts,Interest Earned on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31104002,31104,Interest Earnedon Small Business Loan Scheme,Income Accounts,Interest Earned on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31104003,31104,Interest Earnedon MTB Youth Line,Income Accounts,Interest Earned on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31104004,31104,Interest Earnedon MTB Krishi,Income Accounts,Interest Earned on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31104005,31104,Interest Earnedon Microfinance Scheme (Ent. -TL) <SME>,Income Accounts,Interest Earned on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31104006,31104,Interest Earnedon MTB Bhagyaboti <Re-finance>,Income Accounts,Interest Earned on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31104007,31104,Interest Earned on MTB Gunaboti <Pre-finance>,Income Accounts,Interest Earned on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31104008,31104,Interest Earned on MTB Green Energy,Income Accounts,Interest Earned on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31104009,31104,Interest Earned on MTB IT Geniuos,Income Accounts,Interest Earned on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31104010,31104,Interest Earned on MTB Krishijat,Income Accounts,Interest Earned on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31104011,31104,Interest Earned on MTB Light Engineering,Income Accounts,Interest Earned on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31104013,31104,Interest Earned on MTB Shachal,Income Accounts,Interest Earned on SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31105001,31105,Interest Earned on Microfinance <Agri -TL>,Income Accounts,Interest Earned on SME Term Loan <Agri & MF>,True,False,approve
Layer 5,31105002,31105,Interest Earned on Microfinance (Micro-TL),Income Accounts,Interest Earned on SME Term Loan <Agri & MF>,True,False,approve
Layer 5,31106001,31106,Interest Earned on Demand Loan General,Income Accounts,Interest Earned on Corporate & SME Demand Loan,True,False,approve
Layer 5,31106002,31106,Interest Earned on Demand Loan Forced,Income Accounts,Interest Earned on Corporate & SME Demand Loan,True,False,approve
Layer 5,31106003,31106,Interest Earned on Demand Loan Short Term,Income Accounts,Interest Earned on Corporate & SME Demand Loan,True,False,approve
Layer 5,31106004,31106,Interest Earned on Demand Loan Time,Income Accounts,Interest Earned on Corporate & SME Demand Loan,True,False,approve
Layer 5,31106005,31106,Interest Earned on Payment Aganist Document,Income Accounts,Interest Earned on Corporate & SME Demand Loan,True,False,approve
Layer 5,31106006,31106,Interest Earned on Payment Against Document (B-to-B),Income Accounts,Interest Earned on Corporate & SME Demand Loan,True,False,approve
Layer 5,31106007,31106,Interest Earned on Inland Doc. Bill Purchased <Sight>,Income Accounts,Interest Earned on Corporate & SME Demand Loan,True,False,approve
Layer 5,31106008,31106,Interest Earned on Inland Doc. Bill Discounted <Usance>,Income Accounts,Interest Earned on Corporate & SME Demand Loan,True,False,approve
Layer 5,31106010,31106,Interest Earned on Foreign D.B Purchased <Sight>,Income Accounts,Interest Earned on Corporate & SME Demand Loan,True,False,approve
Layer 5,31106011,31106,Interest Earned on Foreign D.B Discounted <Usance>,Income Accounts,Interest Earned on Corporate & SME Demand Loan,True,False,approve
Layer 5,31106013,31106,Interest Earned on Loan Against Trust Receipt,Income Accounts,Interest Earned on Corporate & SME Demand Loan,True,False,approve
Layer 5,31106014,31106,Interest Earned on Advance Against Cash Incentive,Income Accounts,Interest Earned on Corporate & SME Demand Loan,True,False,approve
Layer 5,31106015,31106,Interest Earned on Cash Aganist Document DL,Income Accounts,Interest Earned on Corporate & SME Demand Loan,True,False,approve
Layer 5,31106016,31106,Interest Earned on Secured Overdraft Garments,Income Accounts,Interest Earned on Corporate & SME Demand Loan,True,False,approve
Layer 5,31106017,31106,Interest Earned on Packing Credit,Income Accounts,Interest Earned on Corporate & SME Demand Loan,True,False,approve
Layer 5,31106018,31106,Interest Earned Secured Overdraft Genl Business DL,Income Accounts,Interest Earned on Corporate & SME Demand Loan,True,False,approve
Layer 5,31107001,31107,Interest Earned on EDF Loan <USD>,Income Accounts,Interest Earned on Corporate & SME Demand Loan FC,True,False,approve
Layer 5,31108001,31108,Interest Earned on Demand Loans against Rural Credit,Income Accounts,Interest Earned on SME Demand Loan,True,False,approve
Layer 5,31108002,31108,Interest Earned on MTB Supply Chain Finance <SME> DL,Income Accounts,Interest Earned on SME Demand Loan,True,False,approve
Layer 5,31108003,31108,Interest Earned on MTB Mousumi,Income Accounts,Interest Earned on SME Demand Loan,True,False,approve
Layer 5,31109001,31109,Interest Earned on Secured Overdraft against Bank's own TD,Income Accounts,Interest Earned on Retail Continuous Loan,True,False,approve
Layer 5,31109002,31109,Interest Earned on Secured Overdraft against other Bank's TD,Income Accounts,Interest Earned on Retail Continuous Loan,True,False,approve
Layer 5,31109003,31109,Interest Earned on Secured Overdraft against Shares etc.,Income Accounts,Interest Earned on Retail Continuous Loan,True,False,approve
Layer 5,31109004,31109,Interest Earned on MTB EDU Finance - Over Draft (Revolving),Income Accounts,Interest Earned on Retail Continuous Loan,True,False,approve
Layer 5,31109005,31109,Interest Earned on MTB Cash Line <ROD>,Income Accounts,Interest Earned on Retail Continuous Loan,True,False,approve
Layer 5,31110001,31110,Interest Earned on Corp Cash Credit Hypo,Income Accounts,Interest Earned on Corporate & SME Continuous Loan,True,False,approve
Layer 5,31110002,31110,Interest Earned on SOD (Shares & Debentures) C&S,Income Accounts,Interest Earned on Corporate & SME Continuous Loan,True,False,approve
Layer 5,31110003,31110,Interest Earned on SOD (FO) WBD [C&S],Income Accounts,Interest Earned on Corporate & SME Continuous Loan,True,False,approve
Layer 5,31110004,31110,Interest Earned on Secured Overdraft Work/ Supply Order [C&S],Income Accounts,Interest Earned on Corporate & SME Continuous Loan,True,False,approve
Layer 5,31110005,31110,Interest Earned on Secured Overdraft Pay Order [C&S],Income Accounts,Interest Earned on Corporate & SME Continuous Loan,True,False,approve
Layer 5,31110006,31110,Interest Earned on Secured Overdraft Real Estate [C&S],Income Accounts,Interest Earned on Corporate & SME Continuous Loan,True,False,approve
Layer 5,31110007,31110,Interest Earned on Secured Overdraft Business [C&S],Income Accounts,Interest Earned on Corporate & SME Continuous Loan,True,False,approve
Layer 5,31110008,31110,Interest Earned on Advance against Export Bill [C&S],Income Accounts,Interest Earned on Corporate & SME Continuous Loan,True,False,approve
Layer 5,31110009,31110,Interest Earned on Advance against Inland Bill [C&S],Income Accounts,Interest Earned on Corporate & SME Continuous Loan,True,False,approve
Layer 5,31110010,31110,Interest Earned on Secured Overdraft (Others)-Business [C&S],Income Accounts,Interest Earned on Corporate & SME Continuous Loan,True,False,approve
Layer 5,31110011,31110,Interest Earned on Secured Overdraft (lP)-Business [C&S],Income Accounts,Interest Earned on Corporate & SME Continuous Loan,True,False,approve
Layer 5,31111001,31111,Interest Earned on MTB SME Cash Credit Hypo,Income Accounts,Interest Earned on SME Continuous Loan,True,False,approve
Layer 5,31111002,31111,Interest Earned on MTB Revolving Loan,Income Accounts,Interest Earned on SME Continuous Loan,True,False,approve
Layer 5,31111003,31111,Interest Earned on MTB Microfinance Agri Revolving Loan,Income Accounts,Interest Earned on SME Continuous Loan,True,False,approve
Layer 5,31111004,31111,Interest Earned on MTB Microfinance enterprise Revolving Loan,Income Accounts,Interest Earned on SME Continuous Loan,True,False,approve
Layer 5,31111005,31111,Interest Earned on MTB Light Engineering Revolving Loan,Income Accounts,Interest Earned on SME Continuous Loan,True,False,approve
Layer 5,31111006,31111,Interest Earned on MTB IT Genious Revolving Loan,Income Accounts,Interest Earned on SME Continuous Loan,True,False,approve
Layer 5,31111007,31111,Interest Earned on MTB Krishijat Revolving Loan,Income Accounts,Interest Earned on SME Continuous Loan,True,False,approve
Layer 5,31112001,31112,Interest Earned on Foreign Cheque Purchased,Income Accounts,Interest Earned on Misc Demand Loan,True,False,approve
Layer 5,31112002,31112,Interest Earned on Inland Cheque Purchased,Income Accounts,Interest Earned on Misc Demand Loan,True,False,approve
Layer 5,31113001,31113,Interest Earned on Balance with other Bank <Cont. Acctts> (BDT),Income Accounts,Interest Earned on Balance with other Bank (BDT),True,False,approve
Layer 5,31113002,31113,Interest Earned on Balance with other Bank <Deal Acctts> (BDT),Income Accounts,Interest Earned on Balance with other Bank (BDT),True,False,approve
Layer 5,31114001,31114,Interest Earned on PAD EDF LOAN,Income Accounts,Interest Earned on C&S Continuous Loan FC,True,False,approve
Layer 5,31115001,31115,Interest Earned on Bill Discounting USD (OBU) Foreign,Income Accounts,Interest Earned on OBU Loans & Advances,True,False,approve
Layer 5,31115002,31115,Interest Earned on UPAS/ Buyer's Credit USD (OBU),Income Accounts,Interest Earned on OBU Loans & Advances,True,False,approve
Layer 5,31115003,31115,Interest Earned on Bill Discounting USD (OBU) Inland,Income Accounts,Interest Earned on OBU Loans & Advances,True,False,approve
Layer 5,31116001,31116,Interest Earned on Credit Cards,Income Accounts,Interest Earned on Credit Cards,True,False,approve
Layer 5,31117001,31117,Interest Earned on Debit Balance in Liability Accounts,Income Accounts,Interest Earned on Other Loans & Advances,True,False,approve
Layer 5,31118001,31118,Interest Earned [Rebate] on Balance with Nostro Banks in FC USD <Cont. Accounts>,Treasury Income,Interest Earned on Balance with other Bank (FC),True,False,approve
Layer 5,31118002,31118,Interest Earned on Balance with Nostro Banks in FC GBP,Treasury Income,Interest Earned on Balance with other Bank (FC),True,False,approve
Layer 5,31118003,31118,Interest Earned on Balance with Nostro Banks in FC EUR <Cont. Accounts>,Treasury Income,Interest Earned on Balance with other Bank (FC),True,False,approve
Layer 5,31201001,31201,Penal Interest Earnedon MTB Auto Loan,Income Accounts,Penal Interest Earned on RTL,True,False,approve
Layer 5,31201002,31201,Penal Interest Earnedon MTB Home Loan,Income Accounts,Penal Interest Earned on RTL,True,False,approve
Layer 5,31201003,31201,Penal Interest Earnedon MTB Home Equity Loan,Income Accounts,Penal Interest Earned on RTL,True,False,approve
Layer 5,31201004,31201,Penal Interest Earnedon MTB NRB Home Loan,Income Accounts,Penal Interest Earned on RTL,True,False,approve
Layer 5,31201005,31201,Penal Interest Earnedon MTB Neer,Income Accounts,Penal Interest Earned on RTL,True,False,approve
Layer 5,31201006,31201,Penal Interest Earnedon MTB Personal Loan,Income Accounts,Penal Interest Earned on RTL,True,False,approve
Layer 5,31201007,31201,Penal Interest Earnedon MTB Professional Loan,Income Accounts,Penal Interest Earned on RTL,True,False,approve
Layer 5,31201008,31201,Penal Interest Earnedon Consumer Financing,Income Accounts,Penal Interest Earned on RTL,True,False,approve
Layer 5,31201009,31201,Penal Interest Earned on MTB EDU Finance (TL),Income Accounts,Penal Interest Earned on RTL,True,False,approve
Layer 5,31201011,31201,Penal Interest Earned on MTB Life Line,Income Accounts,Penal Interest Earned on RTL,True,False,approve
Layer 5,31201012,31201,Penal Interest Earned on MTB Cash Line <RTL>,Income Accounts,Penal Interest Earned on RTL,True,False,approve
Layer 5,31201901,31201,Penal Interest Earned on MTB Personal Loan <DST>,Income Accounts,Penal Interest Earned on RTL,True,False,approve
Layer 5,31201902,31201,Penal Interest Earned on MTB Home Loan <DST>,Income Accounts,Penal Interest Earned on RTL,True,False,approve
Layer 5,31201903,31201,Penal Interest Earned on MTB Home Equity Loan <DST>,Income Accounts,Penal Interest Earned on RTL,True,False,approve
Layer 5,31201904,31201,Penal Interest Earned on Home Loan refinance,Income Accounts,Penal Interest Earned on RTL,True,False,approve
Layer 5,31202001,31202,Penal Interest Earnedon Car Loan (Employee),Income Accounts,Penal Interest Earned on Staff Loans,True,False,approve
Layer 5,31202002,31202,Penal Interest Earnedon Employees House Building Loan,Income Accounts,Penal Interest Earned on Staff Loans,True,False,approve
Layer 5,31202003,31202,Penal Interest Earnedon Staff Loan Aganist Prov. Fund,Income Accounts,Penal Interest Earned on Staff Loans,True,False,approve
Layer 5,31202004,31202,Penal Interest Earnedon Staff Personal Loan,Income Accounts,Penal Interest Earned on Staff Loans,True,False,approve
Layer 5,31203001,31203,Penal Interest Earnedon House Building Loan <Developer>,Income Accounts,Penal Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31203002,31203,Lease Finance (Monthly) Rental Earned <Penalty>,Income Accounts,Penal Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31203003,31203,Lease Finance (Qtly) Rental Earned <Penalty>,Income Accounts,Penal Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31203004,31203,Penal Interest Earnedon House Building Loan <Commercial>,Income Accounts,Penal Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31203005,31203,Penal Interest Earnedon Term Loan Non-Industrial,Income Accounts,Penal Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31203006,31203,Penal Interest Earnedon Term Loan Industrial,Income Accounts,Penal Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31203007,31203,Penal Interest Earnedon House Building Loan-Residential [C&S],Income Accounts,Penal Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31203008,31203,Penal Interest Earnedon Term Loan-IPFF Fund,Income Accounts,Penal Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31203009,31203,Penal Interest Earnedon Term Loan-LTFF,Income Accounts,Penal Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31203010,31203,Penal Interest Earnedon Term Loan-by OBU USD,Income Accounts,Penal Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31204001,31204,Penal Interest Earnedon MTB Digoon,Income Accounts,Penal Interest Earnedon SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31204002,31204,Penal Interest Earnedon Small Business Loan Scheme,Income Accounts,Penal Interest Earnedon SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31204003,31204,Penal Interest Earnedon MTB Youth Line,Income Accounts,Penal Interest Earnedon SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31204004,31204,Penal Interest Earnedon MTB Krishi,Income Accounts,Penal Interest Earnedon SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31204005,31204,Penal Interest Earnedon Microfinance Scheme (Ent. -TL) <SME>,Income Accounts,Penal Interest Earnedon SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31204006,31204,Penal Interest Earnedon MTB Bhagyaboti <Re-finance>,Income Accounts,Penal Interest Earnedon SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31204007,31204,Penal Interest Earnedon MTB Gunaboti <Pre-finance>,Income Accounts,Penal Interest Earnedon SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31204008,31204,Penal Interest Earnedon MTB Green Energy,Income Accounts,Penal Interest Earnedon SME Term Loan excl Agri & MF,True,False,approve
