Layer,Code,Parent Account,Name,Type,,active,pending,state
Layer 5,31204009,31204,Penal Interest Earnedon MTB IT Geniuos,Income Accounts,Penal Interest Earnedon SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31204010,31204,Penal Interest Earnedon MTB Krishijat,Income Accounts,Penal Interest Earnedon SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31204011,31204,Penal Interest Earnedon MTB Light Engineering,Income Accounts,Penal Interest Earnedon SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31204013,31204,Penal Interest Earnedon MTB Sachal,Income Accounts,Penal Interest Earnedon SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31205001,31205,Penal Interest Earnedon Microfinance <Agri-TL>,Income Accounts,Penal Interest Earnedon SME Term Loan <Agri & MF>,True,False,approve
Layer 5,31205002,31205,Penal Interest Earnedon Microfinance (Enterprise-TL),Income Accounts,Penal Interest Earnedon SME Term Loan <Agri & MF>,True,False,approve
Layer 5,31206001,31206,Penal Interest Earnedon Demand Loan General,Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan,True,False,approve
Layer 5,31206002,31206,Penal Interest Earnedon Demand Loan Forced,Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan,True,False,approve
Layer 5,31206003,31206,Penal Interest Earnedon Demand Loan Short Term,Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan,True,False,approve
Layer 5,31206004,31206,Penal Interest Earnedon Demand Loan Time,Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan,True,False,approve
Layer 5,31206005,31206,Penal Interest Earnedon Payment Aganist Document,Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan,True,False,approve
Layer 5,31206006,31206,Penal Interest Earnedon Payment Against Document (B-to-B),Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan,True,False,approve
Layer 5,31206007,31206,Penal Interest Earnedon Inland Doc. Bill Purchased <Sight>,Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan,True,False,approve
Layer 5,31206008,31206,Penal Interest Earnedon Inland Doc. Bill Discounted <Usance>,Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan,True,False,approve
Layer 5,31206010,31206,Penal Interest Earnedon Foreign D.B Purchased <Sight>,Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan,True,False,approve
Layer 5,31206011,31206,Penal Interest Earnedon Foreign D.B Discounted <Usance>,Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan,True,False,approve
Layer 5,31206013,31206,Penal Interest Earnedon Loan Against Trust Receipt,Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan,True,False,approve
Layer 5,31206014,31206,Penal Interest Earnedon Advance Against Cash Incentive,Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan,True,False,approve
Layer 5,31206015,31206,Penal Interest Earnedon Cash Aganist Document DL,Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan,True,False,approve
Layer 5,31206016,31206,Penal Interest Earnedon Secured Overdraft Garments DL,Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan,True,False,approve
Layer 5,31206017,31206,Penal Interest Earnedon Packing Credit,Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan,True,False,approve
Layer 5,31206018,31206,Penal Interest Earnedon Secured Overdraft Genl Business DL,Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan,True,False,approve
Layer 5,31207001,31207,Penal Interest Earnedon EDF Loan <USD>,Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan FC,True,False,approve
Layer 5,31208001,31208,Penal Interest Earnedon Demand Loans against Rural Credit,Income Accounts,Penal Interest Earnedon SME Demand Loan,True,False,approve
Layer 5,31208002,31208,Penal Interest Earnedon MTB Supply Chain Finance <SME> DL,Income Accounts,Penal Interest Earnedon SME Demand Loan,True,False,approve
Layer 5,31208003,31208,Penal Interest Earnedon MTB Mousumi,Income Accounts,Penal Interest Earnedon SME Demand Loan,True,False,approve
Layer 5,31209001,31209,Penal Interest Earnedon Secured Overdraft against Bank's own TD,Income Accounts,Penal Interest Earnedon Retail Continuous Loan,True,False,approve
Layer 5,31209002,31209,Penal Interest Earnedon Secured Overdraft against other Bank's TD,Income Accounts,Penal Interest Earnedon Retail Continuous Loan,True,False,approve
Layer 5,31209003,31209,Penal Interest Earnedon Secured Overdraft against Shares etc.,Income Accounts,Penal Interest Earnedon Retail Continuous Loan,True,False,approve
Layer 5,31209004,31209,Penal Interest Earnedon MTB EDU Finance - Over Draft (Revolving),Income Accounts,Penal Interest Earnedon Retail Continuous Loan,True,False,approve
Layer 5,31209005,31209,Penal Interest Earnedon MTB Cash Line <ROD>,Income Accounts,Penal Interest Earnedon Retail Continuous Loan,True,False,approve
Layer 5,31210001,31210,Penal Interest Earnedon Corp Cash Credit Hypo,Income Accounts,Penal Interest Earned on Corporate & SME Continuous Loan,True,False,approve
Layer 5,31210002,31210,Penal Interest Earnedon SOD (Shares & Debentures) C&S,Income Accounts,Penal Interest Earned on Corporate & SME Continuous Loan,True,False,approve
Layer 5,31210003,31210,Penal Interest Earnedon SOD (FO) WBD C&S,Income Accounts,Penal Interest Earned on Corporate & SME Continuous Loan,True,False,approve
Layer 5,31210004,31210,Penal Interest Earnedon Secured Overdraft Work/ Supply Order C&S,Income Accounts,Penal Interest Earned on Corporate & SME Continuous Loan,True,False,approve
Layer 5,31210005,31210,Penal Interest Earnedon Secured Overdraft Pay Order C&S,Income Accounts,Penal Interest Earned on Corporate & SME Continuous Loan,True,False,approve
Layer 5,31210006,31210,Penal Interest Earnedon Secured Overdraft Real Estate C&S,Income Accounts,Penal Interest Earned on Corporate & SME Continuous Loan,True,False,approve
Layer 5,31210007,31210,Penal Interest Earnedon Secured Overdraft [General] Business C&S,Income Accounts,Penal Interest Earned on Corporate & SME Continuous Loan,True,False,approve
Layer 5,31210008,31210,Penal Interest Earnedon Advance against Export Bill,Income Accounts,Penal Interest Earned on Corporate & SME Continuous Loan,True,False,approve
Layer 5,31210009,31210,Penal Interest Earnedon Advance against Inland Bill,Income Accounts,Penal Interest Earned on Corporate & SME Continuous Loan,True,False,approve
Layer 5,31210010,31210,Penal Interest Earned on Secured Overdraft (Others)-Business [C&S],Income Accounts,Penal Interest Earned on Corporate & SME Continuous Loan,True,False,approve
Layer 5,31210011,31210,Penal Interest Earned on Secured Overdraft (lP)-Business [C&S],Income Accounts,Penal Interest Earned on Corporate & SME Continuous Loan,True,False,approve
Layer 5,31211001,31211,Penal Interest Earnedon MTB SME Cash Credit Hypo,Income Accounts,Penal Interest Earnedon SME Continuous Loan,True,False,approve
Layer 5,31211002,31211,Penal Interest Earnedon MTB Revolving Loan,Income Accounts,Penal Interest Earnedon SME Continuous Loan,True,False,approve
Layer 5,31211003,31211,Penal Interest Earnedon MTB Microfinance Agri Revolving Loan,Income Accounts,Penal Interest Earnedon SME Continuous Loan,True,False,approve
Layer 5,31211004,31211,Penal Interest Earnedon MTB Microfinance enterprise Revolving Loan,Income Accounts,Penal Interest Earnedon SME Continuous Loan,True,False,approve
Layer 5,31211005,31211,Penal Interest Earnedon MTB Light Engineering Revolving Loan,Income Accounts,Penal Interest Earnedon SME Continuous Loan,True,False,approve
Layer 5,31211006,31211,Penal Interest Earnedon MTB IT Genious Revolving Loan,Income Accounts,Penal Interest Earnedon SME Continuous Loan,True,False,approve
Layer 5,31211007,31211,Penal Interest Earnedon MTB Krishijat Revolving Loan,Income Accounts,Penal Interest Earnedon SME Continuous Loan,True,False,approve
Layer 5,31213001,31213,Penal Interest Earned/ overdue on Foreign Cheque Purchased,Income Accounts,Penal Interest Earned on Miscellaneous Demand Loans,True,False,approve
Layer 5,31213002,31213,Penal Interest Earned/ overdue on Inland Cheque Purchased,Income Accounts,Penal Interest Earned on Miscellaneous Demand Loans,True,False,approve
Layer 5,31214001,31214,Penal Interest Earnedon PAD EDF Loan,Income Accounts,Penal Interest Earnedon Corporate &/ or SME Continuous Loan FC,True,False,approve
Layer 5,31215001,31215,Penal Interest Earnedon Bill Discounting USD (OBU),Income Accounts,Penal Interest Earned on OBU Loans & Advances,True,False,approve
Layer 5,31215002,31215,Penal Interest Earnedon UPAS/ Buyer's Credit USD (OBU) foreign,Income Accounts,Penal Interest Earned on OBU Loans & Advances,True,False,approve
Layer 5,31215003,31215,Penal Interest Earnedon Bill Discounting USD (OBU) Inland,Income Accounts,Penal Interest Earned on OBU Loans & Advances,True,False,approve
Layer 5,31301001,31301,Interest on MTB General Account,Income Accounts,Interest on MTB General Account,True,False,approve
Layer 5,31401001,31401,Interest Earned on Call Money Placement BDT,Treasury Income,Interest Earned on Call Money Placement BDT,True,False,approve
Layer 5,31402001,31402,Interest Earned on Call Money Placement USD,Treasury Income,Interest Earned on Call Money Placement FC,True,False,approve
Layer 5,31402002,31402,Interest Earned on Call Money Placement GBP,Treasury Income,Interest Earned on Call Money Placement FC,True,False,approve
Layer 5,31403001,31403,Interest Earned on Term Placement BDT,Treasury Income,Interest Earned on Term Placement BDT,True,False,approve
Layer 5,31404001,31404,Interest Earned on Term Placement USD,Treasury Income,Interest Earned on Term Placement FC,True,False,approve
Layer 5,31404002,31404,Interest Earned on Term Placement GBP,Treasury Income,Interest Earned on Term Placement FC,True,False,approve
Layer 5,31405001,31405,Interest Earned on Short Term Placement USD,Treasury Income,Interest Earned on Short Term Placement FC,True,False,approve
Layer 5,31405002,31405,Interest Earned on Short Term Placement GBP,Treasury Income,Interest Earned on Short Term Placement FC,True,False,approve
Layer 5,31406001,31406,Interest Earned on Short Term Placement BDT,Treasury Income,Interest Earned on Short Term Placement BDT,True,False,approve
Layer 5,31407001,31407,Interest on Bangladesh Bank Foreign Currency Clearing A/c,Treasury Income,Interest on Bangladesh Bank Foreign Currency Clearing A/c,True,False,approve
Layer 5,31408001,31408,Interest on Placement to Off-Shore Banking Unit USD,Treasury Income,Interest on Placement to Off-Shore Banking Unit FC,True,False,approve
Layer 5,32101001,32101,Treasury Bill at Redemption,Treasury Income,Income from Treasury Operations <Govt Sec.>,True,False,approve
Layer 5,32101002,32101,Amortization of HFT Securites Treasury Bill,Treasury Income,Income from Treasury Operations <Govt Sec.>,True,False,approve
Layer 5,32101004,32101,Capital Gain on Sale of Treasury Bill,Treasury Income,Income from Treasury Operations <Govt Sec.>,True,False,approve
Layer 5,32101005,32101,Gain from Repo (Treasury Bill),Treasury Income,Income from Treasury Operations <Govt Sec.>,True,False,approve
Layer 5,32101006,32101,Interest on Treasury Bond,Treasury Income,Income from Treasury Operations <Govt Sec.>,True,False,approve
Layer 5,32101008,32101,Capital Gain on Sale of Treasury Bond,Treasury Income,Income from Treasury Operations <Govt Sec.>,True,False,approve
Layer 5,32101009,32101,Gain from Repo (Treasury Bond),Treasury Income,Income from Treasury Operations <Govt Sec.>,True,False,approve
Layer 5,32101010,32101,Coupon Interest of Treasury Bond (Repo),Treasury Income,Income from Treasury Operations <Govt Sec.>,True,False,approve
Layer 5,32101011,32101,Underwriting Commission on Treasury Bill/ Bond,Treasury Income,Income from Treasury Operations <Govt Sec.>,True,False,approve
Layer 5,32101013,32101,Interest on Reverse REPO,Treasury Income,Income from Treasury Operations <Govt Sec.>,True,False,approve
Layer 5,32201001,32201,Interest on Investment in Commercial Paper,Treasury Income,Income from Treasury Operations <other than Govt Sec.>,True,False,approve
Layer 5,32202001,32202,Income from Bond,Income Accounts,Income from Other Investments,True,False,approve
Layer 5,32202002,32202,Capital Gain from Investment in Shares,Income Accounts,Income from Other Investments,True,False,approve
Layer 5,32202003,32202,Dividend Income from Investment in Shares,Income Accounts,Income from Other Investments,True,False,approve
Layer 5,32202004,32202,Capital Gain from Mutual Fund,Income Accounts,Income from Other Investments,True,False,approve
Layer 5,32202005,32202,Income from Debentures,Income Accounts,Income from Other Investments,True,False,approve
Layer 5,32202006,32202,Dividend Income from Mutual Fund,Income Accounts,Income from Other Investments,True,False,approve
Layer 5,32202007,32202,Income from Investment in Subsidiaries,Income Accounts,Income from Other Investments,True,False,approve
Layer 5,32202008,32202,Income from Other Investments,Income Accounts,Income from Other Investments,True,False,approve
Layer 5,33101001,33101,Inland Remittances (DD/TT),Income Accounts,Commission on GB operations,True,False,approve
Layer 5,33101002,33101,Pay Order Issued,Income Accounts,Commission on GB operations,True,False,approve
Layer 5,33101003,33101,Commission on IPO Collection,Income Accounts,Commission on GB operations,True,False,approve
Layer 5,33101004,33101,Foreign Remittance (FDD/TC),Income Accounts,Commission on GB operations,True,False,approve
Layer 5,33101005,33101,Online Service,Income Accounts,Commission on GB operations,True,False,approve
Layer 5,33101007,33101,POS Commission,Income Accounts,Commission on GB operations,True,False,approve
Layer 5,33101008,33101,RTGS Commission,Income Accounts,Commission on GB operations,True,False,approve
Layer 5,33101009,33101,Comm. on OBC/IBC <SC> Inland Cheque Collection,Income Accounts,Commission on GB operations,True,False,approve
Layer 5,33101010,33101,Comm. on FSC <Foreign Cheque Collection>,Income Accounts,Commission on GB operations,True,False,approve
Layer 5,33101011,33101,Comm. on CP <Inland Cheque Purchased>,Income Accounts,Commission on GB operations,True,False,approve
Layer 5,33101012,33101,Comm. on FCP <Foreign Cheque Purchased>,Income Accounts,Commission on GB operations,True,False,approve
Layer 5,33102001,33102,Collection Commission - Import,Income Accounts,Commission on Trade operations,True,False,approve
Layer 5,33102002,33102,Collection Commission - Export,Income Accounts,Commission on Trade operations,True,False,approve
Layer 5,33102003,33102,Commn on Bills Purchased,Income Accounts,Commission on Trade operations,True,False,approve
Layer 5,33102004,33102,Commn on Bank Guarantee,Income Accounts,Commission on Trade operations,True,False,approve
Layer 5,33102005,33102,L.C. (Advising/Transfer),Income Accounts,Commission on Trade operations,True,False,approve
Layer 5,33102006,33102,Comm. on Acceptance of Bill _ VAT Applicable,Income Accounts,Commission on Trade operations,True,False,approve
Layer 5,33102007,33102,Comm. on Acceptance of Bill - VAT Not Applicable,Income Accounts,Commission on Trade operations,True,False,approve
