Layer,Code,Name,Type,Parent Account,active,pending,state
Layer 5,31101007,Interest Earned on MTB Professional Loan,Income Accounts,Interest Earned on RTL,True,False,approve
Layer 5,31101008,Interest Earned on Consumer Financing,Income Accounts,Interest Earned on RTL,True,False,approve
Layer 5,31101009,Interest Earned on MTB EDU Finance (TL),Income Accounts,Interest Earned on RTL,True,False,approve
Layer 5,31101011,Interest Earned on  MTB Life Line,Income Accounts,Interest Earned on RTL,True,False,approve
Layer 5,31101012,Interest Earned on MTB Cash Line <RTL>,Income Accounts,Interest Earned on RTL,True,False,approve
Layer 5,31101901,Interest Earned on MTB Personal Loan <DST>,Income Accounts,Interest Earned on RTL,True,False,approve
Layer 5,31101902,Interest Earnedon MTB Home Loan <DST>,Income Accounts,Interest Earned on RTL,True,False,approve
Layer 5,31101903,Interest Earnedon MTB Home Equity Loan <DST>,Income Accounts,Interest Earned on RTL,True,False,approve
Layer 5,31101904,Interest Earnedon Home Loan refinance,Income Accounts,Interest Earned on RTL,True,False,approve
Layer 5,31102001,Interest Earnedon Car Loan (Employee),Income Accounts,Interest Earned on Staff Loans,True,False,approve
Layer 5,31102002,Interest Earnedon Employees House Building Loan,Income Accounts,Interest Earned on Staff Loans,True,False,approve
Layer 5,31102003,Interest Earnedon Staff Loan Aganist Prov. Fund,Income Accounts,Interest Earned on Staff Loans,True,False,approve
Layer 5,31102004,Interest Earnedon Staff Personal Loan,Income Accounts,Interest Earned on Staff Loans,True,False,approve
Layer 5,31103001,Interest Earnedon House Building Loan <Developer>,Income Accounts,Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31103002,Interest Earnedon Lease Finance (Monthly) Rental Earned,Income Accounts,Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31103003,Lease Finance (Quarterly) Rental Earned,Income Accounts,Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31103004,Interest Earnedon House Building Loan <Commercial>,Income Accounts,Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31103005,Interest Earnedon Term Loan Non-Industrial,Income Accounts,Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31103006,Interest Earnedon Term Loan Industrial,Income Accounts,Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31103007,Interest Earnedon House Building Loan-Residential [C&S],Income Accounts,Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31103008,Interest Earnedon Term Loan-IPFF Fund,Income Accounts,Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31103009,Interest Earnedon Term Loan-LTFF,Income Accounts,Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31103010,Interest Earnedon Term Loan-by OBU USD,Income Accounts,Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31104001,Interest Earnedon MTB Digoon,Income Accounts,Interest Earnedon SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31104002,Interest Earnedon Small Business Loan Scheme,Income Accounts,Interest Earnedon SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31104003,Interest Earnedon MTB Youth Line,Income Accounts,Interest Earnedon SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31104004,Interest Earnedon  MTB Krishi,Income Accounts,Interest Earnedon SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31104005,Interest Earnedon Microfinance Scheme (Ent.  -TL) <SME>,Income Accounts,Interest Earnedon SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31104006,Interest Earnedon MTB Bhagyaboti <Re-finance>,Income Accounts,Interest Earnedon SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31105001,Interest Earned on Microfinance <Agri -TL>,Income Accounts,Interest Earned on SME Term Loan <Agri & MF>,True,False,approve
Layer 5,31105002,Interest Earned on Microfinance (Micro-TL),Income Accounts,Interest Earned on SME Term Loan <Agri & MF>,True,False,approve
Layer 5,31106001,Interest Earned on Demand Loan General,Income Accounts,Interest Earned on Corporate & SME Demand Loan,True,False,approve
Layer 5,31106002,Interest Earned on Demand Loan Forced,Income Accounts,Interest Earned on Corporate & SME Demand Loan,True,False,approve
Layer 5,31106003,Interest Earned on Demand Loan Short Term,Income Accounts,Interest Earned on Corporate & SME Demand Loan,True,False,approve
Layer 5,31106004,Interest Earned on Demand Loan Time,Income Accounts,Interest Earned on Corporate & SME Demand Loan,True,False,approve
Layer 5,31106005,Interest Earned on Payment Aganist Document,Income Accounts,Interest Earned on Corporate & SME Demand Loan,True,False,approve
Layer 5,31106006,Interest Earned on Payment Against Document (B-to-B),Income Accounts,Interest Earned on Corporate & SME Demand Loan,True,False,approve
Layer 5,31106007,Interest Earned on Inland Doc. Bill Purchased <Sight>,Income Accounts,Interest Earned on Corporate & SME Demand Loan,True,False,approve
Layer 5,31106008,Interest Earned on Inland Doc. Bill Discounted <Usance>,Income Accounts,Interest Earned on Corporate & SME Demand Loan,True,False,approve
Layer 5,31106010,Interest Earned on Foreign D.B Purchased <Sight>,Income Accounts,Interest Earned on Corporate & SME Demand Loan,True,False,approve
Layer 5,31106011,Interest Earned on Foreign D.B Discounted <Usance>,Income Accounts,Interest Earned on Corporate & SME Demand Loan,True,False,approve
Layer 5,31106013,Interest Earned on Loan Against Trust Receipt,Income Accounts,Interest Earned on Corporate & SME Demand Loan,True,False,approve
Layer 5,31106014,Interest Earned on Advance Against Cash Incentive,Income Accounts,Interest Earned on Corporate & SME Demand Loan,True,False,approve
Layer 5,31106015,Interest Earned on Cash Aganist Document DL,Income Accounts,Interest Earned on Corporate & SME Demand Loan,True,False,approve
Layer 5,31106016,Interest Earned on Secured Overdraft Garments,Income Accounts,Interest Earned on Corporate & SME Demand Loan,True,False,approve
Layer 5,31106017,Interest Earned on Packing Credit,Income Accounts,Interest Earned on Corporate & SME Demand Loan,True,False,approve
Layer 5,31106018,Interest Earned Secured Overdraft Genl Business DL,Income Accounts,Interest Earned on Corporate & SME Demand Loan,True,False,approve
Layer 5,31107001,Interest Earned on EDF Loan <USD>,Income Accounts,Interest Earned on Corporate & SME Demand Loan FC,True,False,approve
Layer 5,31108001,Interest Earned on Demand Loans against Rural Credit,Income Accounts,Interest Earned on SME Demand Loan,True,False,approve
Layer 5,31108002,Interest Earned on MTB Supply Chain Finance <SME> DL,Income Accounts,Interest Earned on SME Demand Loan,True,False,approve
Layer 5,31108003,Interest Earned on  MTB Mousumi,Income Accounts,Interest Earned on SME Demand Loan,True,False,approve
Layer 5,31109001,Interest Earned on Secured Overdraft against Bank's own TD,Income Accounts,Interest Earned on Retail Continuous Loan,True,False,approve
Layer 5,31109002,Interest Earned on Secured Overdraft against other Bank's TD,Income Accounts,Interest Earned on Retail Continuous Loan,True,False,approve
Layer 5,31109003,Interest Earned on Secured Overdraft against Shares etc.,Income Accounts,Interest Earned on Retail Continuous Loan,True,False,approve
Layer 5,31109004,Interest Earned on MTB EDU Finance - Over Draft (Revolving),Income Accounts,Interest Earned on Retail Continuous Loan,True,False,approve
Layer 5,31109005,Interest Earned on MTB Cash Line <ROD>,Income Accounts,Interest Earned on Retail Continuous Loan,True,False,approve
Layer 5,31110001,Interest Earned on Corp Cash Credit Hypo,Income Accounts,Interest Earned on Corporate &/ or SME Continuous Loan,True,False,approve
Layer 5,31110002,Interest Earned on SOD (Shares & Debentures) C&S,Income Accounts,Interest Earned on Corporate &/ or SME Continuous Loan,True,False,approve
Layer 5,31110003,Interest Earned on SOD (FO) WBD [C&S],Income Accounts,Interest Earned on Corporate &/ or SME Continuous Loan,True,False,approve
Layer 5,31110004,Interest Earned on Secured Overdraft Work/ Supply Order [C&S],Income Accounts,Interest Earned on Corporate &/ or SME Continuous Loan,True,False,approve
Layer 5,31110005,Interest Earned on Secured Overdraft Pay Order [C&S],Income Accounts,Interest Earned on Corporate &/ or SME Continuous Loan,True,False,approve
Layer 5,31110006,Interest Earned on Secured Overdraft Real Estate [C&S],Income Accounts,Interest Earned on Corporate &/ or SME Continuous Loan,True,False,approve
Layer 5,31110007,Interest Earned on Secured Overdraft Business [C&S],Income Accounts,Interest Earned on Corporate &/ or SME Continuous Loan,True,False,approve
Layer 5,31110009,Interest Earned on Advance against Inland Bill [C&S],Income Accounts,Interest Earned on Corporate &/ or SME Continuous Loan,True,False,approve
Layer 5,31111001,Interest Earned on MTB SME Cash Credit Hypo,Income Accounts,Interest Earned on SME Continuous Loan,True,False,approve
Layer 5,31111002,Interest Earned on MTB Revolving Loan,Income Accounts,Interest Earned on SME Continuous Loan,True,False,approve
Layer 5,31111003,Interest Earned on MTB Microfinance Agri Revolving Loan,Income Accounts,Interest Earned on SME Continuous Loan,True,False,approve
Layer 5,31111004,Interest Earned on MTB Microfinance enterprise Revolving Loan,Income Accounts,Interest Earned on SME Continuous Loan,True,False,approve
Layer 5,31111005,Interest Earned on MTB Light Engineering Revolving Loan,Income Accounts,Interest Earned on SME Continuous Loan,True,False,approve
Layer 5,31111006,Interest Earned on MTB IT Genious Revolving Loan,Income Accounts,Interest Earned on SME Continuous Loan,True,False,approve
Layer 5,31111007,Interest Earned on MTB Krishijat Revolving Loan,Income Accounts,Interest Earned on SME Continuous Loan,True,False,approve
Layer 5,31112001,Interest Earned on Foreign Cheque Purchased,Income Accounts,Interest Earned on Misc Demand Loan,True,False,approve
Layer 5,31112002,Interest Earned on Inland Cheque Purchased,Income Accounts,Interest Earned on Misc Demand Loan,True,False,approve
Layer 5,31113001,Interest Earned on Balance with other Bank <Cont. Acctts> (BDT),Income Accounts,Interest Earned on Balance with other Bank  (BDT),True,False,approve
Layer 5,31113002,Interest Earned on Balance with other Bank <Deal Acctts> (BDT),Income Accounts,Interest Earned on Balance with other Bank  (BDT),True,False,approve
Layer 5,31114001,Interest Earned on PAD EDF LOAN,Income Accounts,Interest Earned on C&S Continuous Loan FC,True,False,approve
Layer 5,31115001,Interest Earned on Bill Discounting USD (OBU) Foreign,Income Accounts,Interest Earned on OBU Loans & Advances,True,False,approve
Layer 5,31115002,Interest Earned on UPAS/ Buyer's Credit USD (OBU),Income Accounts,Interest Earned on OBU Loans & Advances,True,False,approve
Layer 5,31115003,Interest Earned on Bill Discounting USD (OBU) Inland,Income Accounts,Interest Earned on OBU Loans & Advances,True,False,approve
Layer 5,31117001,Interest Earned on Debit Balance in Liability Accounts,Income Accounts,Interest Earned on Other Loans & Advances,True,False,approve
Layer 5,31118001,Interest Earned [Rebate] on Balance with Nostro Banks in FC  USD <Cont. Accounts>,Treasury Income,Interest Earned on Balance with other Bank  (FC),True,False,approve
Layer 5,31118002,Interest Earned on Balance with Nostro Banks in FC  GBP,Treasury Income,Interest Earned on Balance with other Bank  (FC),True,False,approve
Layer 5,31118003,Interest Earned on Balance with Nostro Banks in FC  EUR <Cont. Accounts>,Treasury Income,Interest Earned on Balance with other Bank  (FC),True,False,approve
Layer 5,31201001,Penal Interest Earnedon MTB Auto Loan,Income Accounts,Penal Interest Earned on RTL,True,False,approve
Layer 5,31201002,Penal Interest Earnedon MTB Home Loan,Income Accounts,Penal Interest Earned on RTL,True,False,approve
Layer 5,31201003,Penal Interest Earnedon MTB Home Equity Loan,Income Accounts,Penal Interest Earned on RTL,True,False,approve
Layer 5,31201004,Penal Interest Earnedon MTB NRB Home Loan,Income Accounts,Penal Interest Earned on RTL,True,False,approve
Layer 5,31201005,Penal Interest Earnedon MTB Neer,Income Accounts,Penal Interest Earned on RTL,True,False,approve
Layer 5,31201006,Penal Interest Earnedon MTB Personal Loan,Income Accounts,Penal Interest Earned on RTL,True,False,approve
Layer 5,31201007,Penal Interest Earnedon MTB Professional Loan,Income Accounts,Penal Interest Earned on RTL,True,False,approve
Layer 5,31201008,Penal Interest Earnedon Consumer Financing,Income Accounts,Penal Interest Earned on RTL,True,False,approve
Layer 5,31201009,Penal Interest Earned on MTB EDU Finance (TL),Income Accounts,Penal Interest Earned on RTL,True,False,approve
Layer 5,31201011,Penal Interest Earned on  MTB Life Line,Income Accounts,Penal Interest Earned on RTL,True,False,approve
Layer 5,31201012,Penal Interest Earned on MTB Cash Line <RTL>,Income Accounts,Penal Interest Earned on RTL,True,False,approve
Layer 5,31201901,Penal Interest Earned on MTB Personal Loan <DST>,Income Accounts,Penal Interest Earned on RTL,True,False,approve
Layer 5,31201902,Penal Interest Earned on MTB Home Loan <DST>,Income Accounts,Penal Interest Earned on RTL,True,False,approve
Layer 5,31201903,Penal Interest Earned on MTB Home Equity Loan <DST>,Income Accounts,Penal Interest Earned on RTL,True,False,approve
Layer 5,31201904,Penal Interest Earned on Home Loan refinance,Income Accounts,Penal Interest Earned on RTL,True,False,approve
Layer 5,31202001,Penal Interest Earnedon Car Loan (Employee),Income Accounts,Penal Interest Earned on Staff Loans,True,False,approve
Layer 5,31202002,Penal Interest Earnedon Employees House Building Loan,Income Accounts,Penal Interest Earned on Staff Loans,True,False,approve
Layer 5,31202003,Penal Interest Earnedon Staff Loan Aganist Prov. Fund,Income Accounts,Penal Interest Earned on Staff Loans,True,False,approve
Layer 5,31202004,Penal Interest Earnedon Staff Personal Loan,Income Accounts,Penal Interest Earned on Staff Loans,True,False,approve
Layer 5,31203001,Penal Interest Earnedon House Building Loan <Developer>,Income Accounts,Penal Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31203002,Lease Finance (Monthly) Rental Earned <Penalty>,Income Accounts,Penal Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31203003,Lease Finance (Qtly) Rental Earned <Penalty>,Income Accounts,Penal Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31203004,Penal Interest Earnedon House Building Loan <Commercial>,Income Accounts,Penal Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31203005,Penal Interest Earnedon Term Loan Non-Industrial,Income Accounts,Penal Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31203006,Penal Interest Earnedon Term Loan Industrial,Income Accounts,Penal Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31203007,Penal Interest Earnedon House Building Loan-Residential [C&S],Income Accounts,Penal Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31203008,Penal Interest Earnedon Term Loan-IPFF Fund,Income Accounts,Penal Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31203009,Penal Interest Earnedon Term Loan-LTFF,Income Accounts,Penal Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31203010,Penal Interest Earnedon Term Loan-by OBU USD,Income Accounts,Penal Interest Earnedon Corporate Term Loan,True,False,approve
Layer 5,31204001,Penal Interest Earnedon MTB Digoon,Income Accounts,Penal Interest Earnedon SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31204002,Penal Interest Earnedon Small Business Loan Scheme,Income Accounts,Penal Interest Earnedon SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31204003,Penal Interest Earnedon  MTB Youth Line,Income Accounts,Penal Interest Earnedon SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31204004,Penal Interest Earnedon  MTB Krishi,Income Accounts,Penal Interest Earnedon SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31204005,Penal Interest Earnedon Microfinance Scheme (Ent.  -TL) <SME>,Income Accounts,Penal Interest Earnedon SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31204006,Penal Interest Earnedon MTB Bhagyaboti <Re-finance>,Income Accounts,Penal Interest Earnedon SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31204007,Penal Interest Earnedon MTB Gunaboti <Pre-finance>,Income Accounts,Penal Interest Earnedon SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31204008,Penal Interest Earnedon MTB Green Energy,Income Accounts,Penal Interest Earnedon SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31204009,Penal Interest Earnedon MTB IT Geniuos,Income Accounts,Penal Interest Earnedon SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31204010,Penal Interest Earnedon MTB Krishijat,Income Accounts,Penal Interest Earnedon SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31204011,Penal Interest Earnedon MTB Light Engineering,Income Accounts,Penal Interest Earnedon SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31204013,Penal Interest Earnedon  MTB Sachal,Income Accounts,Penal Interest Earnedon SME Term Loan excl Agri & MF,True,False,approve
Layer 5,31205001,Penal Interest Earnedon Microfinance <Agri-TL>,Income Accounts,Penal Interest Earnedon SME Term Loan <Agri & MF>,True,False,approve
Layer 5,31205002,Penal Interest Earnedon Microfinance (Enterprise-TL),Income Accounts,Penal Interest Earnedon SME Term Loan <Agri & MF>,True,False,approve
Layer 5,31206001,Penal Interest Earnedon Demand Loan General,Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan,True,False,approve
Layer 5,31206002,Penal Interest Earnedon Demand Loan Forced,Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan,True,False,approve
Layer 5,31206003,Penal Interest Earnedon Demand Loan Short Term,Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan,True,False,approve
Layer 5,31206004,Penal Interest Earnedon Demand Loan Time,Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan,True,False,approve
Layer 5,31206005,Penal Interest Earnedon Payment Aganist Document,Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan,True,False,approve
Layer 5,31206006,Penal Interest Earnedon Payment Against Document (B-to-B),Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan,True,False,approve
Layer 5,31206007,Penal Interest Earnedon Inland Doc. Bill Purchased <Sight>,Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan,True,False,approve
Layer 5,31206008,Penal Interest Earnedon Inland Doc. Bill Discounted <Usance>,Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan,True,False,approve
Layer 5,31206010,Penal Interest Earnedon Foreign D.B Purchased <Sight>,Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan,True,False,approve
Layer 5,31206011,Penal Interest Earnedon Foreign D.B Discounted <Usance>,Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan,True,False,approve
Layer 5,31206013,Penal Interest Earnedon Loan Against Trust Receipt,Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan,True,False,approve
Layer 5,31206014,Penal Interest Earnedon Advance Against Cash Incentive,Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan,True,False,approve
Layer 5,31206015,Penal Interest Earnedon Cash Aganist Document DL,Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan,True,False,approve
Layer 5,31206016,Penal Interest Earnedon Secured Overdraft Garments DL,Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan,True,False,approve
Layer 5,31206017,Penal Interest Earnedon Packing Credit,Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan,True,False,approve
Layer 5,31206018,Penal Interest Earnedon Secured Overdraft Genl Business DL,Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan,True,False,approve
Layer 5,31207001,Penal Interest Earnedon EDF Loan <USD>,Income Accounts,Penal Interest Earnedon Corporate & SME Demand Loan FC,True,False,approve
Layer 5,31208001,Penal Interest Earnedon Demand Loans against Rural Credit,Income Accounts,Penal Interest Earnedon SME Demand Loan,True,False,approve
Layer 5,31208002,Penal Interest Earnedon MTB Supply Chain Finance <SME> DL,Income Accounts,Penal Interest Earnedon SME Demand Loan,True,False,approve
Layer 5,31208003,Penal Interest Earnedon  MTB Mousumi,Income Accounts,Penal Interest Earnedon SME Demand Loan,True,False,approve
Layer 5,31209001,Penal Interest Earnedon Secured Overdraft against Bank's own TD,Income Accounts,Penal Interest Earnedon Retail Continuous Loan,True,False,approve
Layer 5,31209002,Penal Interest Earnedon Secured Overdraft against other Bank's TD,Income Accounts,Penal Interest Earnedon Retail Continuous Loan,True,False,approve
Layer 5,31209003,Penal Interest Earnedon Secured Overdraft against Shares etc.,Income Accounts,Penal Interest Earnedon Retail Continuous Loan,True,False,approve
Layer 5,31209004,Penal Interest Earnedon MTB EDU Finance - Over Draft (Revolving),Income Accounts,Penal Interest Earnedon Retail Continuous Loan,True,False,approve
Layer 5,31209005,Penal Interest Earnedon MTB Cash Line <ROD>,Income Accounts,Penal Interest Earnedon Retail Continuous Loan,True,False,approve
Layer 5,31210001,Penal Interest Earnedon Corp Cash Credit Hypo,Income Accounts,Penal Interest Earnedon Corporate &/ or SME Continuous Loan,True,False,approve
Layer 5,31210002,Penal Interest Earnedon SOD (Shares & Debentures) C&S,Income Accounts,Penal Interest Earnedon Corporate &/ or SME Continuous Loan,True,False,approve
Layer 5,31210003,Penal Interest Earnedon SOD (FO) WBD C&S,Income Accounts,Penal Interest Earnedon Corporate &/ or SME Continuous Loan,True,False,approve
Layer 5,31210004,Penal Interest Earnedon Secured Overdraft Work/ Supply Order C&S,Income Accounts,Penal Interest Earnedon Corporate &/ or SME Continuous Loan,True,False,approve
Layer 5,31210005,Penal Interest Earnedon Secured Overdraft Pay Order C&S,Income Accounts,Penal Interest Earnedon Corporate &/ or SME Continuous Loan,True,False,approve
Layer 5,31210006,Penal Interest Earnedon Secured Overdraft Real Estate C&S,Income Accounts,Penal Interest Earnedon Corporate &/ or SME Continuous Loan,True,False,approve
Layer 5,31210007,Penal Interest Earnedon Secured Overdraft [General] Business C&S,Income Accounts,Penal Interest Earnedon Corporate &/ or SME Continuous Loan,True,False,approve
Layer 5,31210009,Penal Interest Earnedon Advance against Inland Bill,Income Accounts,Penal Interest Earnedon Corporate &/ or SME Continuous Loan,True,False,approve
Layer 5,31211001,Penal Interest Earnedon MTB SME Cash Credit Hypo,Income Accounts,Penal Interest Earnedon SME Continuous Loan,True,False,approve
Layer 5,31211002,Penal Interest Earnedon MTB Revolving Loan,Income Accounts,Penal Interest Earnedon SME Continuous Loan,True,False,approve
Layer 5,31211003,Penal Interest Earnedon MTB Microfinance Agri Revolving Loan,Income Accounts,Penal Interest Earnedon SME Continuous Loan,True,False,approve
Layer 5,31211004,Penal Interest Earnedon MTB Microfinance enterprise Revolving Loan,Income Accounts,Penal Interest Earnedon SME Continuous Loan,True,False,approve
Layer 5,31211005,Penal Interest Earnedon MTB Light Engineering Revolving Loan,Income Accounts,Penal Interest Earnedon SME Continuous Loan,True,False,approve
Layer 5,31211006,Penal Interest Earnedon MTB IT Genious Revolving Loan,Income Accounts,Penal Interest Earnedon SME Continuous Loan,True,False,approve
Layer 5,31211007,Penal Interest Earnedon MTB Krishijat Revolving Loan,Income Accounts,Penal Interest Earnedon SME Continuous Loan,True,False,approve
Layer 5,31213001,Penal Interest Earned/ overdue on Foreign Cheque Purchased,Income Accounts,Penal Interest Earned on Miscellaneous Demand Loans,True,False,approve
Layer 5,31213002,Penal Interest Earned/ overdue on Inland Cheque Purchased,Income Accounts,Penal Interest Earned on Miscellaneous Demand Loans,True,False,approve
Layer 5,31214001,Penal Interest Earnedon PAD EDF Loan,Income Accounts,Penal Interest Earnedon Corporate &/ or SME Continuous Loan FC,True,False,approve
Layer 5,31215001,Penal Interest Earnedon Bill Discounting USD (OBU),Income Accounts,Penal Interest Earned on OBU Loans & Advances,True,False,approve
Layer 5,31215002,Penal Interest Earnedon UPAS/ Buyer's Credit USD (OBU) foreign,Income Accounts,Penal Interest Earned on OBU Loans & Advances,True,False,approve
Layer 5,31215003,Penal Interest Earnedon Bill Discounting USD (OBU) Inland,Income Accounts,Penal Interest Earned on OBU Loans & Advances,True,False,approve
Layer 5,31403001,Interest Earned on Term Placements BDT,Treasury Income,Interest Earned on Term Placement BDT,True,False,approve
Layer 5,31404001,Interest Earned on Term Placements USD,Treasury Income,Interest Earned on Term Placement FC,True,False,approve
Layer 5,31404002,Interest Earned on Term Placement GBP,Treasury Income,Interest Earned on Term Placement FC,True,False,approve
Layer 5,31405001,Interest Earned on Short Term Placement USD,Treasury Income,Interest Earned on Short Term Placement FC,True,False,approve
Layer 5,31405002,Interest Earned on Short Term Placement GBP,Treasury Income,Interest Earned on Short Term Placement FC,True,False,approve
Layer 5,31408001,Interest on Placement to Off-Shore Banking Unit USD,Treasury Income,Interest on Placement to Off-Shore Banking Unit FC,True,False,approve
Layer 5,32101001,Treasury Bill at Redemption,Treasury Income,Income from Treasury Operations <Govt Sec.>,True,False,approve
Layer 5,32101002,Amortization of HFT Securites Treasury Bill,Treasury Income,Income from Treasury Operations <Govt Sec.>,True,False,approve
Layer 5,32101004,Capital Gain on Sale of Treasury Bill,Treasury Income,Income from Treasury Operations <Govt Sec.>,True,False,approve
Layer 5,32101005,Gain from Repo (Treasury Bill),Treasury Income,Income from Treasury Operations <Govt Sec.>,True,False,approve
Layer 5,32101006,Interest on Treasury Bond,Treasury Income,Income from Treasury Operations <Govt Sec.>,True,False,approve
Layer 5,32101008,Capital Gain on Sale of Treasury Bond,Treasury Income,Income from Treasury Operations <Govt Sec.>,True,False,approve
Layer 5,32101009,Gain from Repo (Treasury Bond),Treasury Income,Income from Treasury Operations <Govt Sec.>,True,False,approve
Layer 5,32101010,Coupon Interest of Treasury Bond (Repo),Treasury Income,Income from Treasury Operations <Govt Sec.>,True,False,approve
Layer 5,32101011,Underwriting Commission on Treasury Bill/ Bond,Treasury Income,Income from Treasury Operations <Govt Sec.>,True,False,approve
Layer 5,32101013,Interest on Reverse REPO,Treasury Income,Income from Treasury Operations <Govt Sec.>,True,False,approve
Layer 5,32201001,Interest on Investment in Commercial Paper,Treasury Income,Income from Treasury Operations <other than Govt Sec.>,True,False,approve
Layer 5,32202001,Income from Bond,Income Accounts,Income from Other Investments,True,False,approve
Layer 5,32202002,Capital Gain from Investment in Shares,Income Accounts,Income from Other Investments,True,False,approve
Layer 5,32202003,Dividend Income from Investment in Shares,Income Accounts,Income from Other Investments,True,False,approve
Layer 5,32202004,Capital Gain from Mutual Fund,Income Accounts,Income from Other Investments,True,False,approve
Layer 5,32202005,Income from Debentures,Income Accounts,Income from Other Investments,True,False,approve
Layer 5,32202006,Dividend Income from Mutual Fund,Income Accounts,Income from Other Investments,True,False,approve
Layer 5,32202007,Income from Investment in Subsidiaries,Income Accounts,Income from Other Investments,True,False,approve
Layer 5,33101001,Inland Remittances (DD/TT),Income Accounts,Commission on GB operations,True,False,approve
Layer 5,33101002,Pay Order Issued,Income Accounts,Commission on GB operations,True,False,approve
Layer 5,33101003,Commission on IPO Collection,Income Accounts,Commission on GB operations,True,False,approve
Layer 5,33101004,Foreign Remittance (FDD/TC),Income Accounts,Commission on GB operations,True,False,approve
Layer 5,33101005,Online Service,Income Accounts,Commission on GB operations,True,False,approve
Layer 5,33101007,POS Commission,Income Accounts,Commission on GB operations,True,False,approve
Layer 5,33101008,RTGS Commission,Income Accounts,Commission on GB operations,True,False,approve
Layer 5,33101009,Comm. on OBC/IBC <SC> Inland Cheque Collection,Income Accounts,Commission on GB operations,True,False,approve
Layer 5,33101010,Comm. on FSC <Foreign Cheque Collection>,Income Accounts,Commission on GB operations,True,False,approve
Layer 5,33101011,Comm. on CP <Inland Cheque Purchased>,Income Accounts,Commission on GB operations,True,False,approve
Layer 5,33101012,Comm. on FCP <Foreign Cheque Purchased>,Income Accounts,Commission on GB operations,True,False,approve
Layer 5,33102001,Collection Commission - Import,Income Accounts,Commission on Trade operations,True,False,approve
Layer 5,33102002,Collection Commission - Export,Income Accounts,Commission on Trade operations,True,False,approve
Layer 5,33102003,Commn on Bills Purchased,Income Accounts,Commission on Trade operations,True,False,approve
Layer 5,33102004,Commn on Bank Guarantee,Income Accounts,Commission on Trade operations,True,False,approve
Layer 5,33102005,L.C. (Advising/Transfer),Income Accounts,Commission on Trade operations,True,False,approve
Layer 5,33102006,Comm. on Acceptance of Bill _ VAT Applicable,Income Accounts,Commission on Trade operations,True,False,approve
Layer 5,33102007,Comm. on Acceptance of Bill - VAT Not Applicable,Income Accounts,Commission on Trade operations,True,False,approve
Layer 5,33102008,Commission on LC - VAT applicable,Income Accounts,Commission on Trade operations,True,False,approve
