Layer,Code,Name,Parent Account,,Type,active,pending,state
Layer 5,13603902,FESTIVAL SANCHAY PROKALPA,13603,Interest payable on Recurring Deposit,Interest Payable Accounts,True,False,approve
Layer 5,13603903,UNIQUE SAVING PLAN,13603,Interest payable on Recurring Deposit,Interest Payable Accounts,True,False,approve
Layer 5,13603904,EID UL FITRE SANCHAY PROKALPA,13603,Interest payable on Recurring Deposit,Interest Payable Accounts,True,False,approve
Layer 5,13603905,EID UL AZHA SANCHAY PROKALPA,13603,Interest payable on Recurring Deposit,Interest Payable Accounts,True,False,approve
Layer 5,13603906,DURGA PUJA SANCHAY PROKALPA,13603,Interest payable on Recurring Deposit,Interest Payable Accounts,True,False,approve
Layer 5,13604001,Interest Payable on Special Notice Deposits,13604,Interest Payable on Special Notice Deposits,Interest Payable Accounts,True,False,approve
Layer 5,13605001,Interest Payable on NFCD USD,13605,Interest Payable on Term Deposits FC,Interest Payable Accounts,True,False,approve
Layer 5,13605002,IP FC FD Ind OBU,13605,Interest Payable on Term Deposits FC,Interest Payable Accounts,True,False,approve
Layer 5,13605003,IP FC FD Inst OBU,13605,Interest Payable on Term Deposits FC,Interest Payable Accounts,True,False,approve
Layer 5,13606001,Interest Payable on SB Personal Foreign Currency Account USD,13606,Interest Payable on Savings Bank Accounts FC,Interest Payable Accounts,True,False,approve
Layer 5,13606002,Interest Payable on SBResident Foreign Currency USD,13606,Interest Payable on Savings Bank Accounts FC,Interest Payable Accounts,True,False,approve
Layer 5,13607001,IP RTD Double Benefit Scheme,13607,Interest payable on Term Deposits Reinvestments,Interest Payable Accounts,True,False,approve
Layer 5,13607002,IP Reinvestment Term Deposits General,13607,Interest payable on Term Deposits Reinvestments,Interest Payable Accounts,True,False,approve
Layer 5,13607003,IP RTD MTB Buniad,13607,Interest payable on Term Deposits Reinvestments,Interest Payable Accounts,True,False,approve
Layer 5,13607004,Interest payable on Reinvestment Term Deposit NRB,13607,Interest payable on Term Deposits Reinvestments,Interest Payable Accounts,True,False,approve
Layer 5,13607901,Interest payable MTB DOUBLE SAVER (DST),13607,Interest payable on Term Deposits Reinvestments,Interest Payable Accounts,True,False,approve
Layer 5,13607902,Interest payable MTB TRIPLE SAVER PLAN,13607,Interest payable on Term Deposits Reinvestments,Interest Payable Accounts,True,False,approve
Layer 5,13607903,Interest Payable Fixed Deposit (DST),13607,Interest payable on Term Deposits Reinvestments,Interest Payable Accounts,True,False,approve
Layer 5,13607904,Interest Payable MTB 1.5 Times Benefit Plan,13607,Interest payable on Term Deposits Reinvestments,Interest Payable Accounts,True,False,approve
Layer 5,13608001,Interest Payable on MTB Gift Cheque,13608,Interest Payable on Other Deposit Products,Interest Payable Accounts,True,False,approve
Layer 5,13701001,Interest Payable on Bank Deposits (Time Deposit),13701,Interest Payable on Bank Deposits,Interest Payable Accounts,True,False,approve
Layer 5,13701002,Interest Payable on Bank Deposits (SND),13701,Interest Payable on Bank Deposits,Interest Payable Accounts,True,False,approve
Layer 5,13702001,Interest Payable on NBFI Term Deposits,13702,Interest Payable on NBFI Deposits,Interest Payable Accounts,True,False,approve
Layer 5,13801001,P O Issued,13801,Bills Payable,Liabilities: Office Accounts,True,False,approve
Layer 5,13801002,P.S. Issued,13801,Bills Payable,Liabilities: Office Accounts,True,False,approve
Layer 5,13801003,DD Payable,13801,Bills Payable,Liabilities: Office Accounts,True,False,approve
Layer 5,13801004,T.T. Payable,13801,Bills Payable,Liabilities: Office Accounts,True,False,approve
Layer 5,13801005,M.T. Payable,13801,Bills Payable,Liabilities: Office Accounts,True,False,approve
Layer 5,14101001,Subordinated Bond,14101,Subordinated Bond,Liabilities: Customer Accounts,True,False,approve
Layer 5,14102001,Interest Payable on Subordinated Bond,14102,Interest on Subordinated Bond,Interest Payable Accounts,True,False,approve
Layer 5,14201001,Other Bond,14201,Other Bond,Liabilities: Customer Accounts,True,False,approve
Layer 5,14202001,Interest Payable on Other Bond,14202,Interest on Other Bond,Interest Payable Accounts,True,False,approve
Layer 5,15101001,Interest Suspenses Account Sub-Standard,15101,Interest Suspenses Account,Liabilities: Office Accounts,True,False,approve
Layer 5,15101002,Interest Suspenses Account Doubtful,15101,Interest Suspenses Account,Liabilities: Office Accounts,True,False,approve
Layer 5,15101003,Interest Suspenses Account Bad & Loss,15101,Interest Suspenses Account,Liabilities: Office Accounts,True,False,approve
Layer 5,15201001,Clearing House Adjustment IW,15201,Clearing House Adjustment,Liabilities: Office Accounts,True,False,approve
Layer 5,15202001,Provision for Tax,15202,Provision for Tax,Liabilities: Office Accounts,True,False,approve
Layer 5,15203001,Adjusting A/c Credit,15203,Adjusting A/c Credit,Liabilities: Office Accounts,True,False,approve
Layer 5,15203002,Adjusting A/c Credit USD OBU,15203,Adjusting A/c Credit,Liabilities: Office Accounts,True,False,approve
Layer 5,15204001,Profit for the Year,15204,Profit for the Year,Liabilities: Office Accounts,True,False,approve
Layer 5,15205001,Unearned Income,15205,Unearned Income,Liabilities: Office Accounts,True,False,approve
Layer 5,15206001,Liabilities under Finance Lease,15206,Liabilities under Finance Lease,Liabilities: Office Accounts,True,False,approve
Layer 5,15207001,Deferred Tax Liability,15207,Deferred Tax Liability,Liabilities: Office Accounts,True,False,approve
Layer 5,15208001,Employees Welfare Fund,15208,Staff Fund,Liabilities: Office Accounts,True,False,approve
Layer 5,15208002,Employees Medical Assistance Fund (Liability),15208,Staff Fund,Liabilities: Office Accounts,True,False,approve
Layer 5,15208003,Employees Provident Fund,15208,Staff Fund,Liabilities: Office Accounts,True,False,approve
Layer 5,15208004,Employees' Death Benefit Fund,15208,Staff Fund,Liabilities: Office Accounts,True,False,approve
Layer 5,15209001,Contribution to MTB Foundation (Liability),15209,Contribution to MTB Foundation,Liabilities: Office Accounts,True,False,approve
Layer 5,15210001,Repo Interest Income Account,15210,Repo Interest Income Account,Treasury Liabilities,True,False,approve
Layer 5,15211001,Exchange Equalization Fund,15211,Exchange Equalization Fund,Liabilities: Office Accounts,True,False,approve
Layer 5,15212001,Advance Intt. on Treasury Bill,15212,Advance Intt. on Treasury Bill,Liabilities: Office Accounts,True,False,approve
Layer 5,15213001,NOSTRO A/c Adjustment,15213,NOSTRO A/c Adjustment,Treasury Liabilities,True,False,approve
Layer 5,15214001,Transit A/c- Reverase Repo,15214,Transit A/c- Reverse Repo,Liabilities: Office Accounts,True,False,approve
Layer 5,15215001,Revaluation Gain on HFT Securities,15215,Revaluation Gain on HFT Securities,Treasury Liabilities,True,False,approve
Layer 5,15216001,VAT on Income,15216,VAT payable,Liabilities: Office Accounts,True,False,approve
Layer 5,15216002,VAT on Expenditure,15216,VAT payable,Liabilities: Office Accounts,True,False,approve
Layer 5,15216003,VAT on Other <Customer>,15216,VAT payable,Liabilities: Office Accounts,True,False,approve
Layer 5,15216004,VAT on Utility Bill,15216,VAT payable,Liabilities: Office Accounts,True,False,approve
Layer 5,15217001,Excise Duty,15217,Excise Duty payable,Liabilities: Office Accounts,True,False,approve
Layer 5,15218001,Source Tax on Revenue Expenses,15218,Source Tax <TDS> payable,Liabilities: Office Accounts,True,False,approve
Layer 5,15218002,Source Tax on Interest on Deposits,15218,Source Tax <TDS> payable,Liabilities: Office Accounts,True,False,approve
Layer 5,15218003,"Source Tax on SWIFT, Reuters & VISA Bill <Outward remittance>",15218,Source Tax <TDS> payable,Liabilities: Office Accounts,True,False,approve
Layer 5,15218004,Source Tax on misc income of customers,15218,Source Tax <TDS> payable,Liabilities: Office Accounts,True,False,approve
Layer 5,15219001,Insurance Premium (BDT),15219,Card Settlement Account,Liabilities: Office Accounts,True,False,approve
Layer 5,15219002,Card Settlement Account,15219,Card Settlement Account,Liabilities: Office Accounts,True,False,approve
Layer 5,15219003,Dispute Account - ATM,15219,Card Settlement Account,Liabilities: Office Accounts,True,False,approve
Layer 5,15219004,Dispute Account - POS,15219,Card Settlement Account,Liabilities: Office Accounts,True,False,approve
Layer 5,15219005,Marchant Payable A/c,15219,Card Settlement Account,Liabilities: Office Accounts,True,False,approve
Layer 5,15219006,Card Tran. Fees Receive (VISA),15219,Card Settlement Account,Liabilities: Office Accounts,True,False,approve
Layer 5,15220001,VISA Prepaid International (USD),15220,Card Settlement Account <FC>,Liabilities: Office Accounts,True,False,approve
Layer 5,15221001,NPSB OFF-US ATM,15221,NPSB Transaction Settlement,Liabilities: Office Accounts,True,False,approve
Layer 5,15221002,Transaction Fee (NPSB) Debit Card,15221,NPSB Transaction Settlement,Liabilities: Office Accounts,True,False,approve
Layer 5,15222001,Agent Banking Utility Bill Payable,15222,Agent Banking,Liabilities: Office Accounts,True,False,approve
Layer 5,15222002,Agent Banking Utility Bill Commision Payable,15222,Agent Banking,Liabilities: Office Accounts,True,False,approve
Layer 5,15222003,Agent Banking Float Sharing Commision Payable,15222,Agent Banking,Liabilities: Office Accounts,True,False,approve
Layer 5,15222004,Agent Banking Loan Reletionship Fee Payable,15222,Agent Banking,Liabilities: Office Accounts,True,False,approve
Layer 5,15222005,Agent Banking Cheque Book Fee Comm. Payable,15222,Agent Banking,Liabilities: Office Accounts,True,False,approve
Layer 5,15222006,Agent Banking Transaction Commision Payable,15222,Agent Banking,Liabilities: Office Accounts,True,False,approve
Layer 5,15222007,Agent Banking Remittance Commision Payable,15222,Agent Banking,Liabilities: Office Accounts,True,False,approve
Layer 5,15222008,Agent Banking Debit Card Fee Commision Payable,15222,Agent Banking,Liabilities: Office Accounts,True,False,approve
Layer 5,15223001,Outstanding Expenses,15223,Outstanding Expenses,Liabilities: Office Accounts,True,False,approve
Layer 5,15224001,Bonus Payable,15224,Bonus Payable,Liabilities: Office Accounts,True,False,approve
Layer 5,15225001,Gratuity Payable,15225,Gratuity Payable,Liabilities: Office Accounts,True,False,approve
Layer 5,15301001,Provision for Unclassified Loans & Advance,15301,Provision for Advances,Liabilities: Office Accounts,True,False,approve
Layer 5,15301002,Provision for Classified Loans & Advance,15301,Provision for Advances,Liabilities: Office Accounts,True,False,approve
Layer 5,15301003,Provision for Off-balance sheet Items (Liability),15301,Provision for Advances,Liabilities: Office Accounts,True,False,approve
Layer 5,15301004,General Provision,15301,Provision for Advances,Liabilities: Office Accounts,True,False,approve
Layer 5,15302001,Provision agt. Investment in Securities,15302,Provision for Investments,Liabilities: Office Accounts,True,False,approve
Layer 5,15303001,Provision for Other Asset,15303,Provision for others,Liabilities: Office Accounts,True,False,approve
Layer 5,15401001,Accumulated Depreciation on Immovable Property,15401,Accumulated Depreciation on Immovable Property,Liabilities: Office Accounts,True,False,approve
Layer 5,15402001,Accumulated Depreciation on Fixture,15402,Accumulated Depreciation on Furniture & Fixture,Liabilities: Office Accounts,True,False,approve
Layer 5,15402002,Accumulated Depreciation on Furniture,15402,Accumulated Depreciation on Furniture & Fixture,Liabilities: Office Accounts,True,False,approve
Layer 5,15403001,Accumulated Depreciation on Electrical Equipments,15403,Accumulated Depreciation on Office Equipments,Liabilities: Office Accounts,True,False,approve
Layer 5,15403002,Accumulated Depreciation on other Office Equipments,15403,Accumulated Depreciation on Office Equipments,Liabilities: Office Accounts,True,False,approve
Layer 5,15404001,Accumulated Depreciation on Computers,15404,Accumulated Depreciation on Computers,Liabilities: Office Accounts,True,False,approve
Layer 5,15405001,Accumulated Depreciation on Motor Cars,15405,Accumulated Depreciation on Motor Vehicles,Liabilities: Office Accounts,True,False,approve
Layer 5,15405002,Accumulated Depreciation on Motor Cycles,15405,Accumulated Depreciation on Motor Vehicles,Liabilities: Office Accounts,True,False,approve
Layer 5,15406001,Accumulated Amortization of Software,15406,Accumulated Amortization of Intangible Assets,Liabilities: Office Accounts,True,False,approve
Layer 5,21101001,Cash with Vault (including Cash with Tellers),21101,Cash in Hand <BDT>,Assets: Office Accounts,True,False,approve
Layer 5,21101002,Cash in Transit,21101,Cash in Hand <BDT>,Assets: Office Accounts,True,False,approve
Layer 5,21101003,Cash with ATM,21101,Cash in Hand <BDT>,Assets: Office Accounts,True,False,approve
Layer 5,21101004,Cash in Kiosk ATM,21101,Cash in Hand <BDT>,Assets: Office Accounts,True,False,approve
Layer 5,21101005,Cash with Service Provider,21101,Cash in Hand <BDT>,Assets: Office Accounts,True,False,approve
Layer 5,21102001,Cash with Vault <USD>,21102,Cash in Hand <FC>,Assets: Office Accounts,True,False,approve
Layer 5,21102002,Cash with Vault <GBP>,21102,Cash in Hand <FC>,Assets: Office Accounts,True,False,approve
Layer 5,21102003,Cash with Vault <JPY>,21102,Cash in Hand <FC>,Assets: Office Accounts,True,False,approve
Layer 5,21102004,Cash with Vault <EUR>,21102,Cash in Hand <FC>,Assets: Office Accounts,True,False,approve
Layer 5,21102011,Cash in Transit <USD>,21102,Cash in Hand <FC>,Assets: Office Accounts,True,False,approve
Layer 5,21102012,Cash in Transit <GBP>,21102,Cash in Hand <FC>,Assets: Office Accounts,True,False,approve
Layer 5,21102013,Cash in Transit <JPY>,21102,Cash in Hand <FC>,Assets: Office Accounts,True,False,approve
Layer 5,21102014,Cash in Transit <EUR>,21102,Cash in Hand <FC>,Assets: Office Accounts,True,False,approve
Layer 5,21201001,Balance with Bangladesh Bank,21201,Balance with BB <LCY>,Assets: Office Accounts,True,False,approve
Layer 5,21201002,Bangladesh Bank- RTGS Settlement A/c,21201,Balance with BB <LCY>,Assets: Office Accounts,True,False,approve
Layer 5,21202001,Bangladesh Bank FC Clearing A/c (EUR),21202,Balance with BB <FCY>,Assets: Office Accounts,True,False,approve
Layer 5,21202002,Bangladesh Bank FC Clearing A/c (USD),21202,Balance with BB <FCY>,Assets: Office Accounts,True,False,approve
Layer 5,21202003,Bangladesh Bank FC Clearing A/c CNY,21202,Balance with BB <FCY>,Assets: Office Accounts,True,False,approve
Layer 5,21202004,Bangladesh Bank FC Clearing A/c (GBP),21202,Balance with BB <FCY>,Assets: Office Accounts,True,False,approve
Layer 5,21202005,Bangladesh Bank FC Clearing A/c (JPY),21202,Balance with BB <FCY>,Assets: Office Accounts,True,False,approve
Layer 5,21202041,Bangladesh Bank RTGS Settlement A/c (USD),21202,Balance with BB <FCY>,Assets: Office Accounts,True,False,approve
Layer 5,21202042,Bangladesh Bank RTGS Settlement A/c (GBP),21202,Balance with BB <FCY>,Assets: Office Accounts,True,False,approve
Layer 5,21202043,Bangladesh Bank RTGS Settlement A/c (EUR),21202,Balance with BB <FCY>,Assets: Office Accounts,True,False,approve
Layer 5,21202921,Bangladesh Bank FC Clearing A/c (DAD-USD),21202,Balance with BB <FCY>,Assets: Office Accounts,True,False,approve
Layer 5,21202922,Bangladesh Bank FC Clearing A/c (DAD-EUR),21202,Balance with BB <FCY>,Assets: Office Accounts,True,False,approve
Layer 5,21202923,Bangladesh Bank FC Clearing A/c (DAD-GBP),21202,Balance with BB <FCY>,Assets: Office Accounts,True,False,approve
Layer 5,21301001,Balance with Sonali Bank,21301,Balance with Agent Bank <BDT>,Assets: Office Accounts,True,False,approve
Layer 5,21401001,Balance with other Banks <Cont. Acctts.> BDT,21401,Other Banks & FIs in Bangladesh,Assets: Customer Accounts,True,False,approve
Layer 5,21401002,Balance with other Banks <Deal Acctts.> BDT,21401,Other Banks & FIs in Bangladesh,Assets: Customer Accounts,True,False,approve
